id;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status
JYDO0108;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;113.0;1;1;1;4;4;106.7;Yes;No;No;Yes;Female;No;20;No;0;6;15;4;14.2;0;0;6;17;4;13.25;0;15.5;2.8;-4.06;Dropout
JYDO0109;Single;1st phase - general contingent;5;Nursing;Daytime;1;111.0;1;3;4;4;3;108.2;Yes;No;No;Yes;Female;No;20;No;2;7;9;6;13.266666666666666;0;0;7;10;5;12.3;0;12.4;0.5;1.79;Dropout
JYDO0110;Single;2nd phase - general contingent;2;Basic Education;Daytime;1;133.1;1;19;1;9;3;107.0;Yes;No;No;Yes;Female;No;20;No;0;7;12;6;11.666666666666666;0;0;7;10;3;13.0;0;16.2;0.3;-0.92;Enrolled
JYDO0111;Single;1st phase - general contingent;1;Social Service;Daytime;1;142.0;1;37;37;6;7;136.1;Yes;No;No;Yes;Female;No;18;No;0;6;8;6;13.857142857142858;0;0;6;6;6;15.0;0;13.9;-0.3;0.79;Graduate
JYDO0112;Single;2nd phase - general contingent;2;Management;Daytime;1;123.0;1;1;38;4;7;115.3;Yes;No;No;Yes;Female;Yes;18;No;0;5;9;3;13.0;0;0;5;11;3;11.0;0;8.9;1.4;3.51;Enrolled
JYDO0113;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;131.0;1;19;19;9;9;139.8;Yes;No;No;Yes;Female;No;19;No;0;5;6;5;13.4;0;0;5;5;5;12.8;0;10.8;1.4;1.74;Graduate
JYDO0114;Single;1st phase - general contingent;3;Journalism and Communication;Daytime;1;158.0;1;1;38;4;7;157.0;Yes;No;No;Yes;Female;No;18;No;0;6;6;6;12.666666666666666;0;0;6;7;6;12.571428571428571;0;10.8;1.4;1.74;Graduate
JYDO0115;Single;2nd phase - general contingent;2;Nursing;Daytime;1;122.0;1;37;37;9;9;131.0;Yes;No;No;Yes;Female;No;18;No;0;7;7;6;12.516666666666666;1;0;7;7;6;12.516666666666666;1;7.6;2.6;0.32;Dropout
JYDO0116;Single;Change of course;1;Nursing;Daytime;1;130.0;1;38;38;9;5;100.0;No;No;No;Yes;Female;No;20;No;0;7;11;6;11.616666666666667;0;0;7;7;7;13.0;0;13.9;-0.3;0.79;Enrolled
JYDO0117;Single;2nd phase - general contingent;1;Social Service;Daytime;1;154.0;1;19;37;9;7;140.4;Yes;No;No;Yes;Female;Yes;20;No;0;6;13;2;10.0;0;0;6;12;4;10.75;0;7.6;2.6;0.32;Enrolled
JYDO0118;Single;2nd phase - general contingent;1;Management;Daytime;1;120.0;1;19;19;3;3;113.4;No;No;No;Yes;Female;No;20;No;0;5;11;3;10.333333333333334;0;0;5;10;3;10.666666666666666;0;12.4;0.5;1.79;Enrolled
JYDO0119;Single;1st phase - general contingent;2;Veterinary Nursing;Daytime;1;140.0;1;37;38;9;7;137.0;No;No;No;Yes;Female;No;18;No;0;5;12;5;13.142857142857142;2;0;5;6;5;11.4;0;9.4;-0.8;-3.12;Graduate
JYDO0120;Single;1st phase - general contingent;1;Management;Daytime;1;127.0;1;2;19;4;5;121.8;No;No;No;Yes;Female;No;18;No;0;5;5;5;12.6;0;0;5;5;5;14.0;0;11.1;0.6;2.02;Graduate
JYDO0121;Single;2nd phase - general contingent;1;Tourism;Daytime;1;133.1;1;1;1;4;5;131.0;Yes;No;No;Yes;Female;No;21;No;0;6;12;3;11.0;0;0;6;12;2;11.0;0;9.4;-0.8;-3.12;Dropout
JYDO0122;Single;1st phase - general contingent;2;Management;Daytime;1;120.0;1;19;19;9;7;118.6;Yes;No;No;Yes;Female;No;19;No;0;5;8;5;10.8;0;0;5;9;4;11.25;2;16.2;0.3;-0.92;Graduate
JYDO0123;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;137.0;1;3;19;2;9;122.3;No;No;No;Yes;Female;No;19;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO0124;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;131.0;1;38;38;9;9;127.9;No;No;No;Yes;Female;Yes;19;No;0;5;5;5;12.8;0;0;5;5;5;14.2;0;9.4;-0.8;-3.12;Graduate
JYDO0125;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;130.0;1;19;38;4;7;121.3;Yes;No;No;Yes;Female;No;19;No;0;6;15;6;14.166666666666666;0;0;6;13;6;12.2;0;15.5;2.8;-4.06;Graduate
JYDO0126;Single;2nd phase - general contingent;6;Oral Hygiene;Daytime;1;122.0;1;1;1;4;5;117.1;Yes;No;No;Yes;Female;No;19;No;0;7;12;5;12.1;0;0;7;0;0;0.0;0;13.9;-0.3;0.79;Dropout
JYDO0127;Single;Technological specialization diploma holders;1;Veterinary Nursing;Daytime;39;160.0;1;37;37;9;9;160.0;Yes;No;No;Yes;Female;No;20;No;1;6;7;6;14.166666666666666;0;1;6;17;5;13.77777777777778;0;12.4;0.5;1.79;Graduate
JYDO0128;Single;1st phase - general contingent;1;Basic Education;Daytime;1;146.0;1;19;38;9;3;145.3;Yes;No;No;Yes;Female;Yes;18;No;0;6;8;5;12.8;0;0;6;7;5;13.4;0;9.4;-0.8;-3.12;Enrolled
JYDO0129;Single;2nd phase - general contingent;3;Social Service;Daytime;1;131.0;1;1;39;5;3;122.6;Yes;No;No;Yes;Female;No;18;No;0;6;7;6;13.0;0;0;6;6;6;13.666666666666666;0;12.4;0.5;1.79;Graduate
JYDO0130;Single;2nd phase - general contingent;6;Nursing;Daytime;1;132.0;1;1;37;8;9;128.0;Yes;No;No;Yes;Female;No;19;No;0;7;7;7;13.467142857142855;0;0;8;9;8;15.011111111111113;0;12.4;0.5;1.79;Graduate
JYDO0131;Single;1st phase - general contingent;3;Nursing;Daytime;1;138.0;1;19;19;5;8;124.9;Yes;No;No;Yes;Female;Yes;18;No;0;7;9;7;13.2375;0;0;8;9;7;13.742857142857144;0;13.9;-0.3;0.79;Dropout
JYDO0132;Single;2nd phase - general contingent;2;Communication Design;Daytime;1;130.0;1;37;37;9;9;123.7;Yes;No;No;Yes;Female;No;18;No;0;6;6;6;12.333333333333334;0;0;6;6;6;13.0;0;7.6;2.6;0.32;Graduate
JYDO0133;Single;1st phase - general contingent;4;Management;Daytime;1;126.0;1;1;19;4;8;120.1;Yes;No;No;Yes;Female;No;19;No;0;5;7;5;12.4;0;0;5;5;5;14.6;0;8.9;1.4;3.51;Graduate
JYDO0134;Single;2nd phase - general contingent;6;Nursing;Daytime;1;148.0;1;1;19;3;3;131.7;Yes;No;No;Yes;Female;No;19;No;0;7;8;5;14.0;0;0;7;7;0;0.0;0;13.9;-0.3;0.79;Dropout
JYDO0135;Single;Change of course;1;Social Service;Daytime;1;130.0;1;38;37;9;7;133.2;No;No;No;Yes;Female;No;20;No;5;9;15;9;11.666666666666666;0;2;7;8;7;11.714285714285714;0;7.6;2.6;0.32;Graduate
JYDO0136;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;117.0;1;1;38;3;9;109.3;No;No;Yes;No;Female;Yes;19;No;0;6;7;5;12.0;0;0;6;9;4;12.5;0;12.4;0.5;1.79;Dropout
JYDO0137;Single;2nd phase - general contingent;1;Advertising and Marketing Management;Daytime;1;120.0;1;19;19;5;5;113.0;Yes;No;No;Yes;Female;No;20;No;0;5;7;4;12.2;0;0;5;5;4;11.5;0;7.6;2.6;0.32;Graduate
JYDO0138;Single;1st phase - general contingent;1;Journalism and Communication;Daytime;1;153.0;1;1;1;141;175;157.9;No;No;Yes;Yes;Female;Yes;18;No;0;6;6;6;14.833333333333334;0;0;6;6;6;14.833333333333334;0;8.9;1.4;3.51;Graduate
JYDO0139;Single;1st phase - general contingent;2;Nursing;Daytime;1;117.0;1;19;1;4;7;112.1;No;No;No;Yes;Female;Yes;20;No;0;7;9;5;13.188;0;0;8;9;7;12.892857142857142;0;11.1;0.6;2.02;Enrolled
JYDO0140;Single;3rd phase - general contingent;1;Nursing;Daytime;1;178.0;1;19;1;4;8;174.7;No;No;No;Yes;Female;No;18;No;0;7;8;7;17.125;0;0;8;8;8;17.5875;0;13.9;-0.3;0.79;Graduate
JYDO0141;Single;1st phase - general contingent;5;Nursing;Daytime;1;129.0;1;37;37;9;9;128.8;Yes;No;No;Yes;Female;No;19;No;0;7;7;6;12.666666666666666;0;0;7;7;6;12.666666666666666;0;7.6;2.6;0.32;Graduate
JYDO0142;Single;1st phase - general contingent;6;Journalism and Communication;Daytime;1;116.0;1;19;1;4;4;110.1;Yes;No;No;Yes;Female;Yes;19;No;0;6;8;6;12.666666666666666;0;0;6;10;5;12.0;0;12.4;0.5;1.79;Graduate
JYDO0143;Single;Change of institution/course;1;Management;Daytime;1;99.0;1;3;1;3;3;99.7;Yes;No;Yes;No;Female;No;22;No;0;5;8;0;0.0;0;0;5;7;0;0.0;0;8.9;1.4;3.51;Enrolled
JYDO0144;Single;1st phase - general contingent;3;Social Service;Daytime;1;135.0;1;1;12;9;10;121.0;Yes;No;No;Yes;Female;Yes;19;No;0;6;7;6;11.333333333333334;0;0;6;6;6;11.5;0;12.4;0.5;1.79;Graduate
JYDO0145;Single;1st phase - general contingent;3;Nursing;Daytime;1;141.0;1;19;19;9;7;131.7;Yes;No;No;Yes;Female;Yes;19;No;0;7;10;7;13.605;0;0;8;11;8;12.33125;0;15.5;2.8;-4.06;Graduate
JYDO0146;Single;2nd phase - general contingent;5;Basic Education;Daytime;1;132.0;1;37;38;5;6;119.1;Yes;No;No;Yes;Female;Yes;19;No;0;6;10;5;12.0;0;0;6;9;5;10.8;0;9.4;-0.8;-3.12;Graduate
JYDO0147;Single;1st phase - general contingent;4;Tourism;Daytime;1;132.0;1;12;19;9;9;124.7;Yes;No;No;Yes;Female;No;19;No;0;5;10;0;0.0;0;0;5;10;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO0148;Single;2nd phase - general contingent;1;Tourism;Daytime;1;113.0;1;1;37;9;10;117.2;Yes;No;No;Yes;Female;No;20;No;0;6;8;5;11.2;0;0;6;12;3;11.666666666666666;0;7.6;2.6;0.32;Dropout
JYDO0149;Single;1st phase - general contingent;1;Management;Daytime;1;134.0;1;3;19;2;10;128.8;No;No;No;Yes;Female;No;18;No;0;5;10;5;13.375;0;0;5;9;5;14.166666666666666;0;13.9;-0.3;0.79;Graduate
JYDO0150;Single;1st phase - general contingent;1;Nursing;Daytime;1;136.0;1;1;19;9;9;131.5;No;No;No;Yes;Female;Yes;20;No;0;7;8;6;13.863333333333337;0;0;8;9;7;14.178571428571429;0;11.1;0.6;2.02;Graduate
JYDO0151;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;136.0;1;3;37;2;8;121.7;Yes;No;No;Yes;Female;No;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Enrolled
JYDO0152;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;129.0;1;1;38;4;7;123.4;No;No;No;Yes;Female;No;19;No;0;5;6;5;12.4;0;0;5;6;5;13.4;0;7.6;2.6;0.32;Graduate
JYDO0153;Single;2nd phase - general contingent;1;Basic Education;Daytime;1;138.0;1;38;38;7;6;124.7;Yes;No;No;Yes;Female;No;18;No;0;6;11;3;12.333333333333334;0;0;6;10;5;10.833333333333334;0;9.4;-0.8;-3.12;Enrolled
JYDO0154;Single;1st phase - general contingent;1;Basic Education;Daytime;1;137.0;1;37;37;9;9;132.8;Yes;No;No;Yes;Female;No;18;No;0;6;7;6;13.333333333333334;0;0;6;8;5;11.8;0;7.6;2.6;0.32;Graduate
JYDO0155;Single;Change of course;1;Basic Education;Daytime;1;115.0;1;3;37;2;5;108.7;Yes;No;No;Yes;Female;No;21;No;0;6;10;3;12.666666666666666;0;0;6;12;3;10.0;0;9.4;-0.8;-3.12;Dropout
JYDO0156;Single;1st phase - general contingent;1;Basic Education;Daytime;1;129.0;1;38;37;6;6;138.1;No;No;No;Yes;Female;No;19;No;0;6;8;6;12.0;0;0;6;10;4;11.5;0;7.6;2.6;0.32;Dropout
JYDO0157;Single;1st phase - general contingent;1;Management;Daytime;1;131.0;1;38;38;9;9;126.5;No;No;No;Yes;Female;Yes;18;No;0;5;5;5;10.6;0;0;5;5;5;11.8;0;12.4;0.5;1.79;Graduate
JYDO0158;Single;2nd phase - general contingent;2;Social Service;Daytime;1;133.0;1;1;37;7;9;127.4;Yes;No;No;Yes;Female;Yes;18;No;0;6;8;6;12.25;0;0;6;7;6;11.857142857142858;0;12.7;3.7;-1.7;Graduate
JYDO0159;Single;1st phase - general contingent;3;Social Service;Daytime;1;125.0;1;19;1;9;10;123.6;Yes;No;No;Yes;Female;No;20;No;0;6;10;4;11.0;0;0;6;9;6;11.833333333333334;0;9.4;-0.8;-3.12;Graduate
JYDO0160;Single;Over 23 years old;1;Social Service (evening attendance);Evening;1;120.0;1;1;19;6;8;122.0;No;No;No;Yes;Female;Yes;24;No;0;6;11;5;11.0;0;0;6;9;5;12.6;0;11.1;0.6;2.02;Graduate
JYDO0161;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;128.0;1;19;1;4;1;118.2;No;No;No;Yes;Female;No;19;No;0;6;6;6;13.166666666666666;0;0;6;9;6;13.0;0;10.8;1.4;1.74;Dropout
JYDO0162;Single;1st phase - general contingent;1;Nursing;Daytime;1;127.0;1;19;37;9;7;123.9;Yes;No;No;Yes;Female;Yes;18;No;0;7;9;7;12.855555555555554;0;0;8;12;7;12.761111111111113;0;15.5;2.8;-4.06;Graduate
JYDO0163;Single;1st phase - general contingent;2;Nursing;Daytime;1;134.0;1;19;19;9;9;125.8;Yes;No;No;Yes;Female;No;18;No;0;7;8;7;14.91875;0;0;8;8;8;15.355;0;15.5;2.8;-4.06;Graduate
JYDO0164;Single;2nd phase - general contingent;5;Basic Education;Daytime;1;132.0;1;12;12;4;4;123.3;Yes;No;No;Yes;Female;No;21;No;0;6;13;4;11.5;0;0;6;10;3;11.0;0;10.8;1.4;1.74;Dropout
JYDO0165;Single;2nd phase - general contingent;2;Advertising and Marketing Management;Daytime;1;124.0;1;1;19;5;4;124.4;No;No;No;Yes;Female;No;19;No;0;5;5;5;14.2;0;0;5;5;5;14.2;0;7.6;2.6;0.32;Graduate
JYDO0166;Single;2nd phase - general contingent;1;Journalism and Communication;Daytime;1;133.1;1;19;37;7;7;126.0;No;No;No;Yes;Female;Yes;19;No;0;6;6;6;12.5;0;0;6;7;6;13.0;0;15.5;2.8;-4.06;Graduate
JYDO0167;Widower;Over 23 years old;1;Agronomy;Daytime;1;170.0;1;1;37;6;6;170.0;No;No;Yes;Yes;Female;No;47;No;0;1;1;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Enrolled
JYDO0168;Single;2nd phase - general contingent;3;Social Service;Daytime;1;125.0;1;19;19;7;8;121.5;No;No;No;Yes;Female;No;19;No;0;6;10;5;11.666666666666666;0;0;6;12;4;11.0;0;13.9;-0.3;0.79;Graduate
JYDO0169;Single;Over 23 years old;1;Nursing;Daytime;3;130.0;1;2;2;1;1;130.0;No;No;No;Yes;Female;No;29;No;1;8;8;7;14.257142857142856;0;1;8;8;7;14.257142857142856;0;12.7;3.7;-1.7;Graduate
JYDO0170;Single;Change of course;1;Social Service;Daytime;1;125.0;1;19;19;4;8;117.0;Yes;No;No;Yes;Female;No;21;No;0;6;13;3;12.0;0;0;6;12;2;11.333333333333334;0;16.2;0.3;-0.92;Dropout
JYDO0171;Single;Over 23 years old;1;Veterinary Nursing;Daytime;1;130.0;1;37;19;9;7;130.0;Yes;No;No;Yes;Female;No;28;No;0;5;13;4;11.25;1;0;5;11;4;10.5;0;12.7;3.7;-1.7;Enrolled
JYDO0172;Single;2nd phase - general contingent;2;Oral Hygiene;Daytime;1;133.1;1;37;37;3;10;108.0;No;No;No;Yes;Female;No;20;No;0;7;8;7;12.457142857142856;0;0;8;8;8;13.5625;0;15.5;2.8;-4.06;Graduate
JYDO0173;Single;2nd phase - general contingent;1;Nursing;Daytime;1;131.0;1;2;38;4;5;132.3;Yes;No;No;Yes;Female;No;19;No;0;7;7;6;11.683333333333332;0;0;7;7;6;11.683333333333332;0;7.6;2.6;0.32;Graduate
JYDO0174;Single;Transfer;1;Social Service (evening attendance);Evening;1;150.0;1;19;2;4;6;148.0;No;No;No;Yes;Female;No;26;No;0;6;10;3;11.666666666666666;0;0;6;8;5;12.0;0;9.4;-0.8;-3.12;Graduate
JYDO0175;Single;2nd phase - general contingent;2;Tourism;Daytime;1;125.0;1;37;37;9;8;122.6;Yes;No;Yes;No;Female;No;20;No;0;6;8;4;11.75;0;0;6;6;6;13.166666666666666;0;11.1;0.6;2.02;Dropout
JYDO0176;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;131.0;1;37;37;9;9;123.0;Yes;No;No;Yes;Female;Yes;18;No;0;5;6;3;11.666666666666666;0;0;5;6;4;13.5;0;7.6;2.6;0.32;Enrolled
JYDO0177;Single;Over 23 years old;1;Basic Education;Daytime;1;130.0;1;37;19;9;5;102.5;No;No;No;Yes;Female;No;27;No;0;6;9;5;13.2;0;0;6;10;5;12.0;0;7.6;2.6;0.32;Graduate
JYDO0178;Single;1st phase - general contingent;2;Nursing;Daytime;1;123.0;1;34;34;90;90;113.3;Yes;No;No;Yes;Female;No;20;No;0;7;8;4;11.95;0;0;7;8;4;11.95;0;7.6;2.6;0.32;Dropout
JYDO0179;Single;1st phase - general contingent;5;Basic Education;Daytime;1;141.0;1;37;19;9;5;133.0;Yes;No;No;Yes;Female;No;18;No;0;6;8;5;12.4;0;0;6;12;5;10.4;0;9.4;-0.8;-3.12;Dropout
JYDO0180;Single;Holders of other higher courses;1;Nursing;Daytime;3;140.0;1;1;1;9;5;140.0;No;No;No;Yes;Female;No;33;No;2;7;8;6;14.35;0;3;8;10;6;14.583333333333334;0;16.2;0.3;-0.92;Dropout
JYDO0181;Single;Change of course;1;Basic Education;Daytime;1;140.0;1;3;1;3;3;128.3;Yes;No;No;Yes;Female;No;35;No;19;21;21;21;12.61904761904762;0;13;19;19;19;12.789473684210526;0;12.4;0.5;1.79;Graduate
JYDO0182;Single;Technological specialization diploma holders;1;Management (evening attendance);Evening;39;140.0;1;37;19;9;8;140.0;No;No;No;Yes;Female;Yes;26;No;2;6;7;6;12.666666666666666;0;2;6;7;6;13.166666666666666;1;9.4;-0.8;-3.12;Enrolled
JYDO0183;Single;Over 23 years old;1;Journalism and Communication;Daytime;19;133.1;1;19;19;3;4;104.0;No;No;Yes;No;Female;No;27;No;0;6;6;5;12.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout
JYDO0184;Single;3rd phase - general contingent;3;Communication Design;Daytime;1;131.0;1;1;37;5;5;122.3;Yes;No;No;No;Female;No;19;No;0;6;6;6;12.166666666666666;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;Dropout
JYDO0185;Single;2nd phase - general contingent;2;Tourism;Daytime;1;143.0;1;1;19;4;6;135.0;No;No;No;Yes;Female;No;20;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
JYDO0186;Single;3rd phase - general contingent;2;Management;Daytime;1;132.0;1;3;3;5;7;119.1;Yes;No;Yes;No;Female;No;20;No;0;5;9;3;10.0;0;0;5;9;3;10.571428571428571;0;10.8;1.4;1.74;Dropout
JYDO0187;Single;Change of course;1;Social Service;Daytime;1;143.0;1;1;37;5;9;126.6;No;No;Yes;No;Female;No;21;No;5;10;18;8;11.5;0;0;6;12;4;10.0;0;9.4;-0.8;-3.12;Enrolled
JYDO0188;Single;2nd phase - general contingent;3;Nursing;Daytime;1;141.0;1;38;1;9;4;129.0;Yes;No;No;Yes;Female;Yes;18;No;0;7;7;6;13.05;0;0;7;7;6;13.05;0;7.6;2.6;0.32;Graduate
JYDO0189;Single;Over 23 years old;1;Veterinary Nursing;Daytime;1;133.1;1;1;19;9;9;162.3;Yes;No;No;Yes;Female;No;24;No;0;6;10;2;11.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;Dropout
JYDO0190;Single;2nd phase - general contingent;4;Communication Design;Daytime;1;148.0;1;1;3;4;1;163.4;Yes;No;No;Yes;Female;No;20;No;0;6;7;6;11.5;0;0;6;6;6;12.0;0;16.2;0.3;-0.92;Graduate
JYDO0191;Single;1st phase - general contingent;1;Tourism;Daytime;1;125.0;1;19;38;9;8;121.5;No;No;No;Yes;Female;Yes;21;No;0;6;7;6;12.0;0;0;6;6;6;12.5;0;13.9;-0.3;0.79;Graduate
JYDO0192;Single;1st phase - general contingent;1;Social Service (evening attendance);Evening;1;120.0;1;1;37;7;3;122.8;No;No;No;Yes;Female;No;23;No;0;6;13;2;10.0;0;0;5;12;1;10.0;0;9.4;-0.8;-3.12;Enrolled
JYDO0193;Single;Over 23 years old;1;Management;Daytime;1;140.0;1;12;3;4;3;118.0;Yes;No;No;Yes;Female;No;24;No;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO0194;Single;Change of institution/course;1;Basic Education;Daytime;1;139.0;1;1;1;4;10;134.0;No;No;No;Yes;Female;No;21;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
JYDO0195;Single;1st phase - general contingent;4;Nursing;Daytime;1;142.0;1;38;38;9;8;129.8;Yes;No;No;Yes;Female;No;18;No;0;8;8;7;12.242857142857144;0;0;8;8;7;12.242857142857144;0;12.7;3.7;-1.7;Graduate
JYDO0196;Single;Over 23 years old;1;Management (evening attendance);Evening;40;130.0;1;19;1;3;4;152.0;Yes;No;No;Yes;Female;No;27;No;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout
JYDO0197;Single;3rd phase - general contingent;6;Nursing;Daytime;1;126.0;1;37;37;5;5;122.8;Yes;No;No;Yes;Female;No;18;No;0;8;8;8;12.93375;0;0;8;8;8;12.93375;0;9.4;-0.8;-3.12;Graduate
JYDO0198;Single;Holders of other higher courses;1;Informatics Engineering;Daytime;3;150.0;1;3;2;2;2;150.0;No;No;No;Yes;Female;No;35;No;0;5;0;0;0.0;0;0;5;0;0;0.0;0;13.9;-0.3;0.79;Dropout
JYDO0199;Single;1st phase - general contingent;1;Basic Education;Daytime;1;130.0;1;19;19;3;8;131.8;No;No;No;Yes;Female;No;18;No;0;7;9;7;12.571428571428571;0;0;7;8;7;14.428571428571429;0;11.1;0.6;2.02;Graduate
JYDO0200;Single;Over 23 years old;1;Nursing;Daytime;1;120.0;1;1;3;175;121;105.9;No;No;No;Yes;Female;No;35;No;0;3;4;3;11.816666666666668;0;0;3;3;3;11.333333333333334;0;11.1;0.6;2.02;Enrolled
JYDO0201;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;138.0;1;1;1;4;7;132.1;Yes;No;No;Yes;Female;No;19;No;0;5;9;4;13.75;0;0;5;13;4;14.333333333333334;2;10.8;1.4;1.74;Graduate
JYDO0202;Single;1st phase - general contingent;4;Social Service;Daytime;1;127.0;1;19;19;4;0;127.4;Yes;No;No;Yes;Female;No;20;No;0;6;8;6;11.166666666666666;0;0;6;6;6;11.333333333333334;0;7.6;2.6;0.32;Graduate
JYDO0203;Single;1st phase - general contingent;4;Nursing;Daytime;1;140.0;1;19;19;7;7;129.5;Yes;No;No;Yes;Female;No;18;No;0;8;8;7;12.324285714285711;0;0;8;8;7;12.324285714285711;0;10.8;1.4;1.74;Graduate
JYDO0204;Single;Technological specialization diploma holders;1;Social Service;Daytime;39;130.0;1;38;38;5;10;126.7;No;No;Yes;Yes;Female;No;21;No;3;6;6;6;12.166666666666666;0;2;6;7;6;11.714285714285714;0;13.9;-0.3;0.79;Graduate
JYDO0205;Single;2nd phase - general contingent;2;Social Service;Daytime;1;128.0;1;19;37;9;8;116.5;No;No;No;Yes;Female;Yes;18;No;0;6;11;5;11.142857142857142;0;0;6;11;4;11.25;0;16.2;0.3;-0.92;Graduate
JYDO0206;Single;1st phase - general contingent;1;Social Service;Daytime;1;132.0;1;34;34;0;0;119.1;Yes;No;No;Yes;Female;No;18;No;0;6;9;4;11.0;0;0;6;9;4;10.75;0;7.6;2.6;0.32;Graduate
JYDO0207;Single;1st phase - general contingent;2;Nursing;Daytime;1;149.0;1;19;38;9;9;126.5;Yes;No;No;Yes;Female;No;18;No;0;8;8;7;12.914285714285713;0;0;8;8;7;12.914285714285713;0;12.7;3.7;-1.7;Graduate
JYDO0208;Single;1st phase - general contingent;4;Journalism and Communication;Daytime;1;155.0;1;3;19;1;4;149.8;Yes;No;No;Yes;Female;Yes;18;No;0;6;6;6;13.833333333333334;0;0;6;6;6;14.166666666666666;0;16.2;0.3;-0.92;Graduate
JYDO0209;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;120.0;1;19;1;8;7;115.1;Yes;No;No;Yes;Female;No;19;No;0;6;8;6;13.857142857142858;0;0;6;9;5;13.4;0;13.9;-0.3;0.79;Graduate
JYDO0210;Single;Over 23 years old;1;Tourism;Daytime;19;133.1;1;3;19;2;3;124.5;No;No;No;Yes;Female;Yes;36;No;0;6;7;6;13.714285714285714;0;0;6;6;5;12.8;0;16.2;0.3;-0.92;Dropout
JYDO0211;Single;1st phase - general contingent;2;Nursing;Daytime;1;131.0;1;38;1;7;4;128.3;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;7;12.642857142857142;0;0;8;8;7;12.642857142857142;0;12.7;3.7;-1.7;Graduate
JYDO0212;Single;1st phase - general contingent;1;Nursing;Daytime;1;149.0;1;37;37;9;9;136.0;No;No;No;Yes;Female;Yes;18;No;0;7;7;6;12.916666666666666;0;0;7;7;6;12.916666666666666;0;7.6;2.6;0.32;Graduate
JYDO0213;Single;Change of course;1;Equinculture;Daytime;1;140.0;1;1;3;9;2;140.0;Yes;No;No;Yes;Female;Yes;20;No;0;6;8;6;15.625;0;0;6;8;6;15.857142857142858;0;13.9;-0.3;0.79;Graduate
JYDO0214;Single;Over 23 years old;1;Management (evening attendance);Evening;1;133.1;1;37;37;9;9;126.3;No;No;No;Yes;Female;Yes;26;No;0;5;7;0;0.0;0;0;5;8;0;0.0;0;16.2;0.3;-0.92;Dropout
JYDO0215;Single;Change of course;1;Journalism and Communication;Daytime;1;122.0;1;1;1;4;5;126.9;No;No;No;Yes;Female;No;21;No;0;6;8;6;11.714285714285714;0;0;6;7;6;12.0;0;7.6;2.6;0.32;Graduate
JYDO0216;Single;Over 23 years old;1;Oral Hygiene;Daytime;40;130.0;1;1;1;4;5;145.0;No;No;No;Yes;Female;No;25;No;0;7;10;6;12.125;0;0;8;9;8;13.3125;0;15.5;2.8;-4.06;Enrolled
JYDO0217;Single;3rd phase - general contingent;1;Management;Daytime;1;121.0;1;19;3;5;5;115.8;Yes;No;No;Yes;Female;Yes;19;No;0;5;7;5;11.6;0;0;5;5;5;11.6;0;12.4;0.5;1.79;Graduate
